title,genres,keywords,plot,content
Pathaan [131],Romance|Thriller,dance family investigation,"Set between Mumbai and Delhi, this Romance-Thriller film explores dance, family, and the cost of investigation.",romanc thriller danc famili investig set between mumbai and delhi thi romanc thriller film explor danc famili and the cost of investig
Jawan [132],Thriller|Mystery,mumbai justice delhi,"A gripping Thriller narrative driven by mumbai, justice, and an unforgettable finale.",thriller mysteri mumbai justic delhi a grip thriller narr driven by mumbai justic and an unforgett final
Tiger Zinda Hai [133],Comedy|Romance,dream music ambition,"A popular Bollywood tale of dream, music, and ambition, blending emotion, music, and dramatic twists.",comedi romanc dream music ambit a popular bollywood tale of dream music and ambit blend emot music and dramat twist
Ek Tha Tiger [134],Action|Comedy,friendship investigation village,"A popular Bollywood tale of friendship, investigation, and village, blending emotion, music, and dramatic twists.",action comedi friendship investig villag a popular bollywood tale of friendship investig and villag blend emot music and dramat twist
Sultan [135],Drama|Mystery,investigation music village,"When a family faces crisis, a hero chooses investigation over fear in this heartfelt Drama entertainer.",drama mysteri investig music villag when a famili face crisi a hero choos investig over fear in thi heartfelt drama entertain
Raees [136],Romance|Drama,heist music mumbai,"When a family faces crisis, a hero chooses heist over fear in this heartfelt Romance entertainer.",romanc drama heist music mumbai when a famili face crisi a hero choos heist over fear in thi heartfelt romanc entertain
My Name Is Khan [137],Musical|Family,city love justice,"When a family faces crisis, a hero chooses city over fear in this heartfelt Musical entertainer.",music famili citi love justic when a famili face crisi a hero choos citi over fear in thi heartfelt music entertain
Chennai Express [138],Romance|Mystery,patriotism mumbai revenge,"A gripping Romance narrative driven by patriotism, mumbai, and an unforgettable finale.",romanc mysteri patriot mumbai reveng a grip romanc narr driven by patriot mumbai and an unforgett final
Dil Se.. [139],Sports|Mystery,love village heist,"A gripping Sports narrative driven by love, village, and an unforgettable finale.",sport mysteri love villag heist a grip sport narr driven by love villag and an unforgett final
Devdas [140],Comedy|Romance,ambition family investigation,"When a family faces crisis, a hero chooses ambition over fear in this heartfelt Comedy entertainer.",comedi romanc ambit famili investig when a famili face crisi a hero choos ambit over fear in thi heartfelt comedi entertain
Hum Aapke Hain Koun..! [141],Biography|Mystery,redemption ambition delhi,"When a family faces crisis, a hero chooses redemption over fear in this heartfelt Biography entertainer.",biographi mysteri redempt ambit delhi when a famili face crisi a hero choos redempt over fear in thi heartfelt biographi entertain
Maine Pyar Kiya [142],Musical|Mystery,music heist college,"A popular Bollywood tale of music, heist, and college, blending emotion, music, and dramatic twists.",music mysteri music heist colleg a popular bollywood tale of music heist and colleg blend emot music and dramat twist
Hum Dil De Chuke Sanam [143],Biography|Mystery,love family dream,"Set between Mumbai and Delhi, this Biography-Mystery film explores love, family, and the cost of dream.",biographi mysteri love famili dream set between mumbai and delhi thi biographi mysteri film explor love famili and the cost of dream
Goliyon Ki Raasleela Ram-Leela [144],Comedy|Sports,revenge city ambition,"Set between Mumbai and Delhi, this Comedy-Sports film explores revenge, city, and the cost of ambition.",comedi sport reveng citi ambit set between mumbai and delhi thi comedi sport film explor reveng citi and the cost of ambit
Padmaavat [145],Adventure|Romance,city friendship college,"When a family faces crisis, a hero chooses city over fear in this heartfelt Adventure entertainer.",adventur romanc citi friendship colleg when a famili face crisi a hero choos citi over fear in thi heartfelt adventur entertain
Bajirao Mastani [146],Mystery|Biography,mumbai music love,"Set between Mumbai and Delhi, this Mystery-Biography film explores mumbai, music, and the cost of love.",mysteri biographi mumbai music love set between mumbai and delhi thi mysteri biographi film explor mumbai music and the cost of love
Gangubai Kathiawadi [147],Comedy|Mystery,wedding revenge ambition,"A popular Bollywood tale of wedding, revenge, and ambition, blending emotion, music, and dramatic twists.",comedi mysteri wed reveng ambit a popular bollywood tale of wed reveng and ambit blend emot music and dramat twist
Black [148],Sports|Biography,dream college family,"A gripping Sports narrative driven by dream, college, and an unforgettable finale.",sport biographi dream colleg famili a grip sport narr driven by dream colleg and an unforgett final
Guzaarish [149],Thriller|Sports,village justice redemption,A Thriller story where village and justice shape the journey of a determined protagonist in modern India.,thriller sport villag justic redempt a thriller stori where villag and justic shape the journey of a determin protagonist in modern india
Piku [150],Drama|Action,music heist redemption,"When a family faces crisis, a hero chooses music over fear in this heartfelt Drama entertainer.",drama action music heist redempt when a famili face crisi a hero choos music over fear in thi heartfelt drama entertain
Sholay [151],Romance|Musical,music patriotism justice,"A gripping Romance narrative driven by music, patriotism, and an unforgettable finale.",romanc music music patriot justic a grip romanc narr driven by music patriot and an unforgett final
Dilwale Dulhania Le Jayenge [152],Adventure|Musical,wedding revenge love,"When a family faces crisis, a hero chooses wedding over fear in this heartfelt Adventure entertainer.",adventur music wed reveng love when a famili face crisi a hero choos wed over fear in thi heartfelt adventur entertain
3 Idiots [153],Mystery|Family,redemption justice friendship,A Mystery story where redemption and justice shape the journey of a determined protagonist in modern India.,mysteri famili redempt justic friendship a mysteri stori where redempt and justic shape the journey of a determin protagonist in modern india
Lagaan [154],Thriller|Sports,heist redemption friendship,"A popular Bollywood tale of heist, redemption, and friendship, blending emotion, music, and dramatic twists.",thriller sport heist redempt friendship a popular bollywood tale of heist redempt and friendship blend emot music and dramat twist
Dangal [155],Biography|Drama,city mumbai delhi,"When a family faces crisis, a hero chooses city over fear in this heartfelt Biography entertainer.",biographi drama citi mumbai delhi when a famili face crisi a hero choos citi over fear in thi heartfelt biographi entertain
PK [156],Comedy|Action,heist college mumbai,A Comedy story where heist and college shape the journey of a determined protagonist in modern India.,comedi action heist colleg mumbai a comedi stori where heist and colleg shape the journey of a determin protagonist in modern india
Bajrangi Bhaijaan [157],Musical|Family,college dance heist,A Musical story where college and dance shape the journey of a determined protagonist in modern India.,music famili colleg danc heist a music stori where colleg and danc shape the journey of a determin protagonist in modern india
Zindagi Na Milegi Dobara [158],Action|Family,college mumbai music,"When a family faces crisis, a hero chooses college over fear in this heartfelt Action entertainer.",action famili colleg mumbai music when a famili face crisi a hero choos colleg over fear in thi heartfelt action entertain
Kabhi Khushi Kabhie Gham [159],Adventure|Drama,wedding revenge dance,"A popular Bollywood tale of wedding, revenge, and dance, blending emotion, music, and dramatic twists.",adventur drama wed reveng danc a popular bollywood tale of wed reveng and danc blend emot music and dramat twist
Kal Ho Naa Ho [160],Family|Romance,patriotism delhi friendship,"A gripping Family narrative driven by patriotism, delhi, and an unforgettable finale.",famili romanc patriot delhi friendship a grip famili narr driven by patriot delhi and an unforgett final
Kuch Kuch Hota Hai [161],Musical|Crime,love dream delhi,"A popular Bollywood tale of love, dream, and delhi, blending emotion, music, and dramatic twists.",music crime love dream delhi a popular bollywood tale of love dream and delhi blend emot music and dramat twist
Swades [162],Biography|Musical,wedding love dream,"A popular Bollywood tale of wedding, love, and dream, blending emotion, music, and dramatic twists.",biographi music wed love dream a popular bollywood tale of wed love and dream blend emot music and dramat twist
Taare Zameen Par [163],Adventure|Action,music wedding mumbai,A Adventure story where music and wedding shape the journey of a determined protagonist in modern India.,adventur action music wed mumbai a adventur stori where music and wed shape the journey of a determin protagonist in modern india
Andhadhun [164],Drama|Sports,redemption ambition city,"A popular Bollywood tale of redemption, ambition, and city, blending emotion, music, and dramatic twists.",drama sport redempt ambit citi a popular bollywood tale of redempt ambit and citi blend emot music and dramat twist
Barfi! [165],Adventure|Drama,investigation college revenge,"Set between Mumbai and Delhi, this Adventure-Drama film explores investigation, college, and the cost of revenge.",adventur drama investig colleg reveng set between mumbai and delhi thi adventur drama film explor investig colleg and the cost of reveng
Queen [166],Romance|Musical,family village mumbai,"A popular Bollywood tale of family, village, and mumbai, blending emotion, music, and dramatic twists.",romanc music famili villag mumbai a popular bollywood tale of famili villag and mumbai blend emot music and dramat twist
Kahaani [167],Adventure|Comedy,college mumbai heist,"Set between Mumbai and Delhi, this Adventure-Comedy film explores college, mumbai, and the cost of heist.",adventur comedi colleg mumbai heist set between mumbai and delhi thi adventur comedi film explor colleg mumbai and the cost of heist
Gully Boy [168],Musical|Adventure,village patriotism dream,"A gripping Musical narrative driven by village, patriotism, and an unforgettable finale.",music adventur villag patriot dream a grip music narr driven by villag patriot and an unforgett final
Rockstar [169],Adventure|Action,revenge justice college,"A popular Bollywood tale of revenge, justice, and college, blending emotion, music, and dramatic twists.",adventur action reveng justic colleg a popular bollywood tale of reveng justic and colleg blend emot music and dramat twist
Tamasha [170],Adventure|Comedy,friendship music heist,"A gripping Adventure narrative driven by friendship, music, and an unforgettable finale.",adventur comedi friendship music heist a grip adventur narr driven by friendship music and an unforgett final
Jab We Met [171],Biography|Sports,mumbai village wedding,"A gripping Biography narrative driven by mumbai, village, and an unforgettable finale.",biographi sport mumbai villag wed a grip biographi narr driven by mumbai villag and an unforgett final
Chak De! India [172],Musical|Family,dance investigation heist,"When a family faces crisis, a hero chooses dance over fear in this heartfelt Musical entertainer.",music famili danc investig heist when a famili face crisi a hero choos danc over fear in thi heartfelt music entertain
Bhaag Milkha Bhaag [173],Musical|Family,dream ambition patriotism,"Set between Mumbai and Delhi, this Musical-Family film explores dream, ambition, and the cost of patriotism.",music famili dream ambit patriot set between mumbai and delhi thi music famili film explor dream ambit and the cost of patriot
Rang De Basanti [174],Crime|Drama,dance mumbai patriotism,"When a family faces crisis, a hero chooses dance over fear in this heartfelt Crime entertainer.",crime drama danc mumbai patriot when a famili face crisi a hero choos danc over fear in thi heartfelt crime entertain
Munna Bhai M.B.B.S. [175],Sports|Mystery,village mumbai love,"Set between Mumbai and Delhi, this Sports-Mystery film explores village, mumbai, and the cost of love.",sport mysteri villag mumbai love set between mumbai and delhi thi sport mysteri film explor villag mumbai and the cost of love
Lage Raho Munna Bhai [176],Adventure|Biography,dance family wedding,A Adventure story where dance and family shape the journey of a determined protagonist in modern India.,adventur biographi danc famili wed a adventur stori where danc and famili shape the journey of a determin protagonist in modern india
Om Shanti Om [177],Adventure|Musical,friendship village college,"Set between Mumbai and Delhi, this Adventure-Musical film explores friendship, village, and the cost of college.",adventur music friendship villag colleg set between mumbai and delhi thi adventur music film explor friendship villag and the cost of colleg
Don [178],Romance|Musical,justice dance patriotism,A Romance story where justice and dance shape the journey of a determined protagonist in modern India.,romanc music justic danc patriot a romanc stori where justic and danc shape the journey of a determin protagonist in modern india
Don 2 [179],Family|Sports,investigation patriotism dance,"When a family faces crisis, a hero chooses investigation over fear in this heartfelt Family entertainer.",famili sport investig patriot danc when a famili face crisi a hero choos investig over fear in thi heartfelt famili entertain
War [180],Adventure|Drama,redemption revenge ambition,"A popular Bollywood tale of redemption, revenge, and ambition, blending emotion, music, and dramatic twists.",adventur drama redempt reveng ambit a popular bollywood tale of redempt reveng and ambit blend emot music and dramat twist
Pathaan [181],Thriller|Romance,college family heist,"When a family faces crisis, a hero chooses college over fear in this heartfelt Thriller entertainer.",thriller romanc colleg famili heist when a famili face crisi a hero choos colleg over fear in thi heartfelt thriller entertain
Jawan [182],Action|Comedy,friendship love dance,A Action story where friendship and love shape the journey of a determined protagonist in modern India.,action comedi friendship love danc a action stori where friendship and love shape the journey of a determin protagonist in modern india
Tiger Zinda Hai [183],Comedy|Family,sacrifice college village,"Set between Mumbai and Delhi, this Comedy-Family film explores sacrifice, college, and the cost of village.",comedi famili sacrific colleg villag set between mumbai and delhi thi comedi famili film explor sacrific colleg and the cost of villag
Ek Tha Tiger [184],Adventure|Crime,heist city redemption,"Set between Mumbai and Delhi, this Adventure-Crime film explores heist, city, and the cost of redemption.",adventur crime heist citi redempt set between mumbai and delhi thi adventur crime film explor heist citi and the cost of redempt
Sultan [185],Romance|Biography,patriotism ambition mumbai,"A gripping Romance narrative driven by patriotism, ambition, and an unforgettable finale.",romanc biographi patriot ambit mumbai a grip romanc narr driven by patriot ambit and an unforgett final
Raees [186],Action|Thriller,wedding justice redemption,"A popular Bollywood tale of wedding, justice, and redemption, blending emotion, music, and dramatic twists.",action thriller wed justic redempt a popular bollywood tale of wed justic and redempt blend emot music and dramat twist
My Name Is Khan [187],Sports|Drama,wedding music investigation,"Set between Mumbai and Delhi, this Sports-Drama film explores wedding, music, and the cost of investigation.",sport drama wed music investig set between mumbai and delhi thi sport drama film explor wed music and the cost of investig
Chennai Express [188],Romance|Musical,sacrifice heist music,"When a family faces crisis, a hero chooses sacrifice over fear in this heartfelt Romance entertainer.",romanc music sacrific heist music when a famili face crisi a hero choos sacrific over fear in thi heartfelt romanc entertain
Dil Se.. [189],Mystery|Comedy,wedding music dream,"When a family faces crisis, a hero chooses wedding over fear in this heartfelt Mystery entertainer.",mysteri comedi wed music dream when a famili face crisi a hero choos wed over fear in thi heartfelt mysteri entertain
Devdas [190],Musical|Romance,ambition patriotism sacrifice,"A gripping Musical narrative driven by ambition, patriotism, and an unforgettable finale.",music romanc ambit patriot sacrific a grip music narr driven by ambit patriot and an unforgett final
Hum Aapke Hain Koun..! [191],Comedy|Mystery,friendship patriotism justice,A Comedy story where friendship and patriotism shape the journey of a determined protagonist in modern India.,comedi mysteri friendship patriot justic a comedi stori where friendship and patriot shape the journey of a determin protagonist in modern india
Maine Pyar Kiya [192],Biography|Sports,love mumbai music,"Set between Mumbai and Delhi, this Biography-Sports film explores love, mumbai, and the cost of music.",biographi sport love mumbai music set between mumbai and delhi thi biographi sport film explor love mumbai and the cost of music
Hum Dil De Chuke Sanam [193],Biography|Family,ambition dream justice,"Set between Mumbai and Delhi, this Biography-Family film explores ambition, dream, and the cost of justice.",biographi famili ambit dream justic set between mumbai and delhi thi biographi famili film explor ambit dream and the cost of justic
Goliyon Ki Raasleela Ram-Leela [194],Sports|Romance,love music wedding,A Sports story where love and music shape the journey of a determined protagonist in modern India.,sport romanc love music wed a sport stori where love and music shape the journey of a determin protagonist in modern india
Padmaavat [195],Biography|Family,village revenge music,"A popular Bollywood tale of village, revenge, and music, blending emotion, music, and dramatic twists.",biographi famili villag reveng music a popular bollywood tale of villag reveng and music blend emot music and dramat twist
Bajirao Mastani [196],Mystery|Crime,city dream village,"A gripping Mystery narrative driven by city, dream, and an unforgettable finale.",mysteri crime citi dream villag a grip mysteri narr driven by citi dream and an unforgett final
Gangubai Kathiawadi [197],Family|Adventure,delhi justice city,"A popular Bollywood tale of delhi, justice, and city, blending emotion, music, and dramatic twists.",famili adventur delhi justic citi a popular bollywood tale of delhi justic and citi blend emot music and dramat twist
Black [198],Musical|Comedy,dance family wedding,A Musical story where dance and family shape the journey of a determined protagonist in modern India.,music comedi danc famili wed a music stori where danc and famili shape the journey of a determin protagonist in modern india
Guzaarish [199],Action|Thriller,patriotism investigation sacrifice,A Action story where patriotism and investigation shape the journey of a determined protagonist in modern India.,action thriller patriot investig sacrific a action stori where patriot and investig shape the journey of a determin protagonist in modern india
Piku [200],Crime|Drama,justice investigation family,"When a family faces crisis, a hero chooses justice over fear in this heartfelt Crime entertainer.",crime drama justic investig famili when a famili face crisi a hero choos justic over fear in thi heartfelt crime entertain
Sholay [201],Family|Sports,justice heist patriotism,"A popular Bollywood tale of justice, heist, and patriotism, blending emotion, music, and dramatic twists.",famili sport justic heist patriot a popular bollywood tale of justic heist and patriot blend emot music and dramat twist
Dilwale Dulhania Le Jayenge [202],Romance|Sports,ambition mumbai friendship,"A gripping Romance narrative driven by ambition, mumbai, and an unforgettable finale.",romanc sport ambit mumbai friendship a grip romanc narr driven by ambit mumbai and an unforgett final
3 Idiots [203],Adventure|Family,redemption ambition revenge,"When a family faces crisis, a hero chooses redemption over fear in this heartfelt Adventure entertainer.",adventur famili redempt ambit reveng when a famili face crisi a hero choos redempt over fear in thi heartfelt adventur entertain
Lagaan [204],Mystery|Comedy,college family village,A Mystery story where college and family shape the journey of a determined protagonist in modern India.,mysteri comedi colleg famili villag a mysteri stori where colleg and famili shape the journey of a determin protagonist in modern india
Dangal [205],Drama|Comedy,mumbai family heist,"Set between Mumbai and Delhi, this Drama-Comedy film explores mumbai, family, and the cost of heist.",drama comedi mumbai famili heist set between mumbai and delhi thi drama comedi film explor mumbai famili and the cost of heist
PK [206],Adventure|Action,patriotism wedding sacrifice,"A gripping Adventure narrative driven by patriotism, wedding, and an unforgettable finale.",adventur action patriot wed sacrific a grip adventur narr driven by patriot wed and an unforgett final
Bajrangi Bhaijaan [207],Crime|Biography,village college family,"When a family faces crisis, a hero chooses village over fear in this heartfelt Crime entertainer.",crime biographi villag colleg famili when a famili face crisi a hero choos villag over fear in thi heartfelt crime entertain
Zindagi Na Milegi Dobara [208],Biography|Crime,justice love sacrifice,"Set between Mumbai and Delhi, this Biography-Crime film explores justice, love, and the cost of sacrifice.",biographi crime justic love sacrific set between mumbai and delhi thi biographi crime film explor justic love and the cost of sacrific
Kabhi Khushi Kabhie Gham [209],Musical|Mystery,ambition sacrifice family,"A popular Bollywood tale of ambition, sacrifice, and family, blending emotion, music, and dramatic twists.",music mysteri ambit sacrific famili a popular bollywood tale of ambit sacrific and famili blend emot music and dramat twist
Kal Ho Naa Ho [210],Adventure|Sports,sacrifice love patriotism,"A popular Bollywood tale of sacrifice, love, and patriotism, blending emotion, music, and dramatic twists.",adventur sport sacrific love patriot a popular bollywood tale of sacrific love and patriot blend emot music and dramat twist
Kuch Kuch Hota Hai [211],Thriller|Romance,wedding revenge dream,"A gripping Thriller narrative driven by wedding, revenge, and an unforgettable finale.",thriller romanc wed reveng dream a grip thriller narr driven by wed reveng and an unforgett final
Swades [212],Drama|Mystery,dance ambition village,"A gripping Drama narrative driven by dance, ambition, and an unforgettable finale.",drama mysteri danc ambit villag a grip drama narr driven by danc ambit and an unforgett final
Taare Zameen Par [213],Thriller|Romance,investigation dream heist,"Set between Mumbai and Delhi, this Thriller-Romance film explores investigation, dream, and the cost of heist.",thriller romanc investig dream heist set between mumbai and delhi thi thriller romanc film explor investig dream and the cost of heist
Andhadhun [214],Family|Action,redemption friendship justice,"Set between Mumbai and Delhi, this Family-Action film explores redemption, friendship, and the cost of justice.",famili action redempt friendship justic set between mumbai and delhi thi famili action film explor redempt friendship and the cost of justic
Barfi! [215],Action|Adventure,justice city family,A Action story where justice and city shape the journey of a determined protagonist in modern India.,action adventur justic citi famili a action stori where justic and citi shape the journey of a determin protagonist in modern india
Queen [216],Action|Drama,sacrifice ambition dance,A Action story where sacrifice and ambition shape the journey of a determined protagonist in modern India.,action drama sacrific ambit danc a action stori where sacrific and ambit shape the journey of a determin protagonist in modern india
Kahaani [217],Action|Comedy,love village college,"A gripping Action narrative driven by love, village, and an unforgettable finale.",action comedi love villag colleg a grip action narr driven by love villag and an unforgett final
Gully Boy [218],Romance|Mystery,mumbai wedding sacrifice,"A gripping Romance narrative driven by mumbai, wedding, and an unforgettable finale.",romanc mysteri mumbai wed sacrific a grip romanc narr driven by mumbai wed and an unforgett final
Rockstar [219],Biography|Romance,wedding delhi ambition,"A gripping Biography narrative driven by wedding, delhi, and an unforgettable finale.",biographi romanc wed delhi ambit a grip biographi narr driven by wed delhi and an unforgett final
Tamasha [220],Drama|Sports,delhi music wedding,A Drama story where delhi and music shape the journey of a determined protagonist in modern India.,drama sport delhi music wed a drama stori where delhi and music shape the journey of a determin protagonist in modern india
Jab We Met [221],Drama|Musical,patriotism college family,"When a family faces crisis, a hero chooses patriotism over fear in this heartfelt Drama entertainer.",drama music patriot colleg famili when a famili face crisi a hero choos patriot over fear in thi heartfelt drama entertain
Chak De! India [222],Mystery|Musical,revenge redemption dance,"A gripping Mystery narrative driven by revenge, redemption, and an unforgettable finale.",mysteri music reveng redempt danc a grip mysteri narr driven by reveng redempt and an unforgett final
Bhaag Milkha Bhaag [223],Action|Romance,village justice investigation,"A popular Bollywood tale of village, justice, and investigation, blending emotion, music, and dramatic twists.",action romanc villag justic investig a popular bollywood tale of villag justic and investig blend emot music and dramat twist
Rang De Basanti [224],Crime|Biography,delhi music wedding,"A gripping Crime narrative driven by delhi, music, and an unforgettable finale.",crime biographi delhi music wed a grip crime narr driven by delhi music and an unforgett final
Munna Bhai M.B.B.S. [225],Biography|Crime,family redemption investigation,"Set between Mumbai and Delhi, this Biography-Crime film explores family, redemption, and the cost of investigation.",biographi crime famili redempt investig set between mumbai and delhi thi biographi crime film explor famili redempt and the cost of investig
Lage Raho Munna Bhai [226],Crime|Musical,ambition college dance,"When a family faces crisis, a hero chooses ambition over fear in this heartfelt Crime entertainer.",crime music ambit colleg danc when a famili face crisi a hero choos ambit over fear in thi heartfelt crime entertain
Om Shanti Om [227],Crime|Mystery,family dance college,"A popular Bollywood tale of family, dance, and college, blending emotion, music, and dramatic twists.",crime mysteri famili danc colleg a popular bollywood tale of famili danc and colleg blend emot music and dramat twist
Don [228],Sports|Comedy,sacrifice village mumbai,A Sports story where sacrifice and village shape the journey of a determined protagonist in modern India.,sport comedi sacrific villag mumbai a sport stori where sacrific and villag shape the journey of a determin protagonist in modern india
Don 2 [229],Romance|Mystery,revenge college family,"A popular Bollywood tale of revenge, college, and family, blending emotion, music, and dramatic twists.",romanc mysteri reveng colleg famili a popular bollywood tale of reveng colleg and famili blend emot music and dramat twist
War [230],Action|Adventure,love heist investigation,"A gripping Action narrative driven by love, heist, and an unforgettable finale.",action adventur love heist investig a grip action narr driven by love heist and an unforgett final
Pathaan [231],Family|Sports,family college sacrifice,"When a family faces crisis, a hero chooses family over fear in this heartfelt Family entertainer.",famili sport famili colleg sacrific when a famili face crisi a hero choos famili over fear in thi heartfelt famili entertain
Jawan [232],Mystery|Drama,music redemption sacrifice,A Mystery story where music and redemption shape the journey of a determined protagonist in modern India.,mysteri drama music redempt sacrific a mysteri stori where music and redempt shape the journey of a determin protagonist in modern india
Tiger Zinda Hai [233],Biography|Adventure,dream village mumbai,"Set between Mumbai and Delhi, this Biography-Adventure film explores dream, village, and the cost of mumbai.",biographi adventur dream villag mumbai set between mumbai and delhi thi biographi adventur film explor dream villag and the cost of mumbai
Ek Tha Tiger [234],Romance|Family,investigation sacrifice family,"A popular Bollywood tale of investigation, sacrifice, and family, blending emotion, music, and dramatic twists.",romanc famili investig sacrific famili a popular bollywood tale of investig sacrific and famili blend emot music and dramat twist
Sultan [235],Biography|Thriller,college investigation heist,A Biography story where college and investigation shape the journey of a determined protagonist in modern India.,biographi thriller colleg investig heist a biographi stori where colleg and investig shape the journey of a determin protagonist in modern india
Raees [236],Biography|Sports,justice friendship city,"A popular Bollywood tale of justice, friendship, and city, blending emotion, music, and dramatic twists.",biographi sport justic friendship citi a popular bollywood tale of justic friendship and citi blend emot music and dramat twist
My Name Is Khan [237],Mystery|Comedy,dance sacrifice friendship,"Set between Mumbai and Delhi, this Mystery-Comedy film explores dance, sacrifice, and the cost of friendship.",mysteri comedi danc sacrific friendship set between mumbai and delhi thi mysteri comedi film explor danc sacrific and the cost of friendship
Chennai Express [238],Action|Biography,patriotism revenge village,A Action story where patriotism and revenge shape the journey of a determined protagonist in modern India.,action biographi patriot reveng villag a action stori where patriot and reveng shape the journey of a determin protagonist in modern india
Dil Se.. [239],Romance|Adventure,dream patriotism college,"When a family faces crisis, a hero chooses dream over fear in this heartfelt Romance entertainer.",romanc adventur dream patriot colleg when a famili face crisi a hero choos dream over fear in thi heartfelt romanc entertain
Devdas [240],Family|Action,sacrifice music dance,"A gripping Family narrative driven by sacrifice, music, and an unforgettable finale.",famili action sacrific music danc a grip famili narr driven by sacrific music and an unforgett final
Hum Aapke Hain Koun..! [241],Biography|Romance,love village city,"A gripping Biography narrative driven by love, village, and an unforgettable finale.",biographi romanc love villag citi a grip biographi narr driven by love villag and an unforgett final
Maine Pyar Kiya [242],Drama|Sports,revenge justice wedding,"When a family faces crisis, a hero chooses revenge over fear in this heartfelt Drama entertainer.",drama sport reveng justic wed when a famili face crisi a hero choos reveng over fear in thi heartfelt drama entertain
Hum Dil De Chuke Sanam [243],Musical|Biography,wedding college justice,"Set between Mumbai and Delhi, this Musical-Biography film explores wedding, college, and the cost of justice.",music biographi wed colleg justic set between mumbai and delhi thi music biographi film explor wed colleg and the cost of justic
Goliyon Ki Raasleela Ram-Leela [244],Adventure|Romance,sacrifice college family,"A popular Bollywood tale of sacrifice, college, and family, blending emotion, music, and dramatic twists.",adventur romanc sacrific colleg famili a popular bollywood tale of sacrific colleg and famili blend emot music and dramat twist
Padmaavat [245],Sports|Mystery,heist mumbai delhi,"A popular Bollywood tale of heist, mumbai, and delhi, blending emotion, music, and dramatic twists.",sport mysteri heist mumbai delhi a popular bollywood tale of heist mumbai and delhi blend emot music and dramat twist
Bajirao Mastani [246],Drama|Thriller,patriotism love friendship,"Set between Mumbai and Delhi, this Drama-Thriller film explores patriotism, love, and the cost of friendship.",drama thriller patriot love friendship set between mumbai and delhi thi drama thriller film explor patriot love and the cost of friendship
Gangubai Kathiawadi [247],Comedy|Thriller,village justice music,"A popular Bollywood tale of village, justice, and music, blending emotion, music, and dramatic twists.",comedi thriller villag justic music a popular bollywood tale of villag justic and music blend emot music and dramat twist
Black [248],Romance|Drama,mumbai college city,"Set between Mumbai and Delhi, this Romance-Drama film explores mumbai, college, and the cost of city.",romanc drama mumbai colleg citi set between mumbai and delhi thi romanc drama film explor mumbai colleg and the cost of citi
Guzaarish [249],Crime|Adventure,ambition delhi investigation,"A popular Bollywood tale of ambition, delhi, and investigation, blending emotion, music, and dramatic twists.",crime adventur ambit delhi investig a popular bollywood tale of ambit delhi and investig blend emot music and dramat twist
Piku [250],Romance|Crime,love college friendship,"When a family faces crisis, a hero chooses love over fear in this heartfelt Romance entertainer.",romanc crime love colleg friendship when a famili face crisi a hero choos love over fear in thi heartfelt romanc entertain
Sholay [251],Romance|Family,heist college patriotism,"When a family faces crisis, a hero chooses heist over fear in this heartfelt Romance entertainer.",romanc famili heist colleg patriot when a famili face crisi a hero choos heist over fear in thi heartfelt romanc entertain
Dilwale Dulhania Le Jayenge [252],Comedy|Romance,patriotism friendship dance,"Set between Mumbai and Delhi, this Comedy-Romance film explores patriotism, friendship, and the cost of dance.",comedi romanc patriot friendship danc set between mumbai and delhi thi comedi romanc film explor patriot friendship and the cost of danc
3 Idiots [253],Biography|Musical,sacrifice revenge college,A Biography story where sacrifice and revenge shape the journey of a determined protagonist in modern India.,biographi music sacrific reveng colleg a biographi stori where sacrific and reveng shape the journey of a determin protagonist in modern india
Lagaan [254],Thriller|Crime,heist patriotism delhi,A Thriller story where heist and patriotism shape the journey of a determined protagonist in modern India.,thriller crime heist patriot delhi a thriller stori where heist and patriot shape the journey of a determin protagonist in modern india
Dangal [255],Crime|Comedy,dance ambition redemption,"Set between Mumbai and Delhi, this Crime-Comedy film explores dance, ambition, and the cost of redemption.",crime comedi danc ambit redempt set between mumbai and delhi thi crime comedi film explor danc ambit and the cost of redempt
PK [256],Romance|Adventure,family delhi heist,"Set between Mumbai and Delhi, this Romance-Adventure film explores family, delhi, and the cost of heist.",romanc adventur famili delhi heist set between mumbai and delhi thi romanc adventur film explor famili delhi and the cost of heist
Bajrangi Bhaijaan [257],Family|Mystery,village ambition family,"Set between Mumbai and Delhi, this Family-Mystery film explores village, ambition, and the cost of family.",famili mysteri villag ambit famili set between mumbai and delhi thi famili mysteri film explor villag ambit and the cost of famili
Zindagi Na Milegi Dobara [258],Comedy|Thriller,city village revenge,"Set between Mumbai and Delhi, this Comedy-Thriller film explores city, village, and the cost of revenge.",comedi thriller citi villag reveng set between mumbai and delhi thi comedi thriller film explor citi villag and the cost of reveng
Kabhi Khushi Kabhie Gham [259],Sports|Musical,wedding heist redemption,"A gripping Sports narrative driven by wedding, heist, and an unforgettable finale.",sport music wed heist redempt a grip sport narr driven by wed heist and an unforgett final
Kal Ho Naa Ho [260],Sports|Mystery,redemption dance heist,"Set between Mumbai and Delhi, this Sports-Mystery film explores redemption, dance, and the cost of heist.",sport mysteri redempt danc heist set between mumbai and delhi thi sport mysteri film explor redempt danc and the cost of heist
